Product,Type,Category,Fabric,Release,Colors,Price,Re-up,Historic,MWU,InSitu,Image
Blazed Slim Button Down Pivot,Shirt,Clothes,Cotton,2015-01-14,"Pale Blue, White, Bluegray",125,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/blazed-slim-button-down.html,http://outlier.cc/productentries/products/blazedslim/204-OUTLIER-BlazedSlim-BlueGray.jpg
New OGs,Pants,Clothes,OG,2015-01-09,"Black, New Slate",240,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/new-og.html,http://outlier.cc/products/newogs/202-OUTLIER-NewOGs-NavyFront.jpg
Blazed Button Down Pivot,Shirt,Clothes,Cotton,2015-01-08,"Spring Blue, Microcheck Dark, Microcheck Light",125,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/blazed-button-down.html,http://outlier.cc/productentries/products/blazedbuttondown/203-OUTLIER-BlazedButtonDown-LandSick.jpg
Supermarine Soft Core Bomber,Outerwear,Clothes,Supermarine,2014-12-16,"Black, Navy",595,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/supermarine-soft-core-bomber.html,http://outlier.cc/productentries/products/supermarinebomber/201-OUTLIER-SupermarineBomber-NavyFront.jpg
Hood,Hood,Accessory,Supermarine,2014-12-16,Black,144,FALSE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/hood.html,http://outlier.cc/productentries/products/superhood/201-OUTLIER-Superhood-Side.jpg
Key Piece,Keychain,Accessory,Nylon,2014-12-09,Black,48,FALSE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/key-piece.html,http://outlier.cc/productentries/products/keypiece/104-OUTLIER-KeyPiece.jpg
Expensive Square,Throw,Accessory,Merino,2014-12-09,Gray,120,FALSE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/expensive-square.html,http://outlier.cc/productentries/products/expensivesquare/201-OUTLIER-ExpensiveSquare-.jpg
Grid Linen Bathrobe,Bathrobe,Accessory,Linen,2014-12-09,"Gray Sky, Blue Wing",148,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/grid-linen-bathrobe.html,http://outlier.cc/productentries/products/gridlinenbathrobe/201-OUTLIER-GridLinenRobe-Ghost.jpg
Grid Linen Towel M,Towel,Accessory,Linen,2014-12-09,"Gray Sky, Blue Wing",40,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/grid-linen-towel.html,http://outlier.cc/productentries/products/gridlinentowel/107-OUTLIER-GridLinenTowel-GreenRoll.jpg
Grid Linen Towel L,Towel,Accessory,Linen,2014-12-09,"Gray Sky, Blue Wing",60,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/grid-linen-towel.html,http://outlier.cc/productentries/products/gridlinentowel/107-OUTLIER-GridLinenTowel-GreenRoll.jpg
Futureworks,Pants,Clothes,F. Cloth,2014-12-09,"Flat Black, Dust Olive",125,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/futureworks.html,http://outlier.cc/productentries/products/futureworks/201-OUTLIER-Futureworks-Front.jpg
Ultrahigh Duffle + Extra Strap,Dufflebag,Accessory,Dyneema,2014-12-03,Black,550,FALSE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/ultrahigh-duffle.html,http://gearhungry.com/wp-content/uploads/2014/12/Outlier-Ultrahigh-Duffle.jpg
Ultrahigh Duffle,Dufflebag,Accessory,Dyneema,2014-12-03,Black,450,FALSE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/ultrahigh-duffle.html,http://gearhungry.com/wp-content/uploads/2014/12/Outlier-Ultrahigh-Duffle.jpg
60/30 Blazer,Blazer,Clothes,“60/30”,2014-11-26,"Black, Midnight Navy",550,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/6030blazer.html,http://outlier.cc/productentries/products/6030blazer/201-OUTLIER-6030Blazer-MidnightGray.jpg
Ho Stripe Overshirt,Shirt,Clothes,Merino,2014-11-24,"Black/Blue, Charcoal/Navy, Black/Charcoal",225,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/ho-stripe-overshirt.html,http://outlier.cc/productentries/products/hostripe/201-OUTLIER-HoStripe.jpg
Ultrafine Merino T-Shirt,T-Shirt,Clothes,Merino,2014-11-24,"Black, Medium Gray, Near White",98,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/ultrafine-merino-tee.html,http://outlier.cc/productentries/products/merinot/204-OUTLIER-UltrafineT-jpg
60/30 Chinos,Pants,Clothes,“60/30”,2014-11-24,"Black, Midnight Navy, Army Green",225,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/chino.html,http://outlier.cc/productentries/products/6030chinos/202-OUTLIER-Flat-MidnightGray.jpg
Merino Racerback Tank,Tank Top,Clothes,Merino,2014-11-21,"Black, Medium Gray, Orange",77,TRUE,FALSE,Women,http://shop.outlier.cc/shop/retail/merino-racerback-tank.html,http://outlier.cc/productentries/products/womenstank/201-OUTLIER-WomensTank-OrangeFrontup.jpg
Cowlhood,Sweater,Clothes,Merino,2014-11-21,"Black, Medium Gray",188,FALSE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/cowlhood.html,http://outlier.cc/productentries/products/thecowlhood/201-OUTLIER-Kenny-Navy.jpg
Doublefine Doublehood,Sweater,Clothes,Merino,2014-11-21,"Black, Darkspace",298,FALSE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/doublefine-doublehood.html,http://outlier.cc/productentries/products/doublefinehoodecowl/201-OUTLIER-DoublefineCartmanigan-BlackFront.jpg
Doublefine Merino Hoodie,Hoodie,Clothes,Merino,2014-11-19,Darkspace,275,TRUE,FALSE,Men,http://shop.outlier.cc/retail/doublefinehoodie.html,http://outlier.cc/productentries/products/doublefinehoodie/203d-OUTLIER-DoublefineMerinoHoodie-DeepGray.jpg
Doublefine Merino Sweatpants,Sweatpants,Clothes,Merino,2014-11-19,Darkspace,250,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/merino-sweatpants.html,http://outlier.cc/productentries/products/merinosweatpants/201-OUTLIER-DoublefineMerinoSweatpants-BlueSwoosh2.jpg
Ultramagnetic Merino Bandana,Bandana,Accessory,Merino,2014-11-19,Darkspace,77,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/ultramagnetic-merino-bandana.html,http://outlier.cc/productentries/ultramagneticbandana/201-OUTLIER-UltraMagneticBandana-ShadeMaroon.jpg
Merino Co-Pivot,Shirt,Clothes,Merino,2014-11-18,"Blacktint, Midrange Gray",175,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/merino-co-pivot.html,http://outlier.cc/productentries/products/merinocopivot/202-OUTLIER-MerinoCoPivot-RedFront.jpg
Airspace Merino Pullover,Sweater,Clothes,Airspace Mesh,2014-11-11,"Black, Gray",225,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/airspace-merino-pullover.html,http://outlier.cc/productentries/products/airspacemerino/205-OUTLIER-AirspaceMerino-Black.jpg
Airspace Transparent Pullover,Sweater,Clothes,Airspace Mesh,2014-11-11,"Black, Gray",198,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/airspace-transparent-pullover.html,http://outlier.cc/productentries/products/airspacetransparent/200-OUTLIER-AirspaceTransparentPullover-whatsthere.jpg
Air-Forged Oxford (Long),Shirt,Clothes,Air Forged,2014-11-10,"Blue, Dark Navy, Earthshadow, Lightning Gray, Storm Gray",98,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/air-forged-oxford.html,http://outlier.cc/products/airforgedoxford/200-OUTLIER-AirForgedOxford-Gray1.jpg
Triple Wool Vest,Vest,Clothes,Merino,2014-11-04,"Earth, Gray",275,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/triple-wool-vest.html,http://outlier.cc/productentries/products/triplewoolvest/201-OUTLIER-TripleWoolVest-Gray.jpg
Megafine Merino Socks,Socks,Clothes,Merino,2014-11-03,Black,21,TRUE,FALSE,Unisex,http://shop.outlier.cc/retail/megafinesock.html,http://outlier.cc/productentries/products/megafinesocks/109_outlier_megafinesock.jpg
Doublefine Merino Pullover,Sweater,Clothes,Merino,2014-10-21,"Black, Blue Wing, Deep Gray, Gray Sky, Marsdust, Shademaroon",225,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/merino-pullover.html,http://outlier.cc/productentries/products/doublefinepullover/201-OUTLIER-DoublefinePullover.jpg
Ultramagnetic Merino Bandana,Bandana,Accessory,Merino,2014-10-21,"Black, Deep Gray, Gray Sky, Shademaroon",77,FALSE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/ultramagnetic-merino-bandana.html,http://outlier.cc/productentries/ultramagneticbandana/201-OUTLIER-UltraMagneticBandana-ShadeMaroon.jpg
4x4 Merino Scarf,Scarf,Accessory,Merino,2014-10-21,"Blue Wing, Deep Gray, Marsdust, Shademaroon",98,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/4x4-merino-scarf.html,http://outlier.cc/productentries/products/4x4scarves/201-OUTLIER-4x4-Napkins.jpg
Doublefine Merino Sweatpants,Sweatpants,Clothes,Merino,2014-10-21,"Gray Sky, Marsdust, Black",250,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/merino-sweatpants.html,http://outlier.cc/productentries/products/merinosweatpants/201-OUTLIER-DoublefineMerinoSweatpants-BlueSwoosh2.jpg
M-Back Freeshell,Outerwear,Clothes,M-Back,2014-10-14,"Midnight, Shadow, Static",375,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/mback-freeshell.html,http://outlier.cc/productentries/products/MbackFreeShell/201-OUTLIER-MBackFreeShell-LightFront.jpg
M-Back Climbers,Pants,Clothes,M-Back,2014-10-14,"Midnight, Shadow, Static",225,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/mback-climbers.html,http://outlier.cc/productentries/products/MbackClimbers/201-OUTLIER-MBackClimbers-Shadow.jpg
M-Back OGs,Pants,Clothes,M-Back,2014-10-14,"Midnight, Shadow, Static",265,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/mback-ogs.html,http://outlier.cc/productentries/products/MbackOGs/201-OUTLIER-MBackNewOGs-Mid.jpg
Strong Vest,Vest,Clothes,Strongcloth,2014-09-30,"Blue, Gray",175,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/strong-vest.html,http://outlier.cc/productentries/products/strongvest/201-OUTLIER-StrongVest-Nice.jpg
Air-Forged Oxford,Shirt,Clothes,Air Forged,2014-09-30,"Blue, Dark Navy, Earthshadow, Lightning Gray, Storm Gray",98,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/air-forged-oxford.html,http://outlier.cc/products/airforgedoxford/200-OUTLIER-AirForgedOxford-Gray1.jpg
60/30 Chinos,Pants,Clothes,“60/30”,2014-09-30,Deep Tan,225,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/chino.html,http://outlier.cc/productentries/products/6030chinos/202-OUTLIER-Flat-MidnightGray.jpg
Doublefine Merino Hoodie,Hoodie,Clothes,Merino,2014-09-26,"Black/Darkspace, Blue Wing, Deep Gray, Gray Sky, Shademaroon",275,TRUE,FALSE,Men,http://shop.outlier.cc/retail/doublefinehoodie.html,http://outlier.cc/productentries/products/doublefinehoodie/203d-OUTLIER-DoublefineMerinoHoodie-DeepGray.jpg
Liberated Wool Peacoat,Outerwear,Clothes,Liberated Wool,2014-09-17,"Navy, Charcoal",650,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/liberated-wool-peacoat.html,http://outlier.cc/productentries/products/henley/202-OUTLIER-Peacoat-Charcoal.jpg
Ultrafine Merino T-Shirt,T-Shirt,Clothes,Merino,2014-09-11,"Blue Wing, Gray Light, Deep Gray",98,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/ultrafine-merino-tee.html,http://outlier.cc/productentries/products/merinot/204-OUTLIER-UltrafineT-jpg
Blazed Slim Button Down Pivot,Shirt,Clothes,Cotton,2014-09-11,"Pale Blue, White, Bluegray",125,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/blazed-slim-button-down.html,http://outlier.cc/productentries/products/blazedslim/204-OUTLIER-BlazedSlim-BlueGray.jpg
Slim Dungarees,Pants,Clothes,Workcloth,2014-09-10,"Darkindigo, Gray Shadow",198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/slim-dungarees.html,http://outlier.cc/productentries/products/slimdungarees/208-OUTLIER-SlimDungarees-IndigoFront.jpg
Shank Jacket,Outerwear,Clothes,Workcloth,2014-09-03,Black,395,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/shank-jacket.html,http://outlier.cc/productentries/products/shankjack/201-OUTLIER-ShankJacket-Front2.jpg
Merino Ribbed Henley,Henley,Clothes,Merino,2014-09-03,"Deep Blue, Deep Gray, Evergreen, Medium Gray",148,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/merino-ribbed-henley.html,http://outlier.cc/productentries/products/merinoribbedhenley/201-OUTLIER-MerinoRibbedHenley-Black.jpg
Futureworks,Pants,Clothes,F. Cloth,2014-09-03,"Dark Navy, Gray, Dust Olive",125,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/futureworks.html,http://outlier.cc/productentries/products/futureworks/201-OUTLIER-Futureworks-Front.jpg
Merino Co-Pivot,Shirt,Clothes,Merino,2014-08-19,"Gray Sky, Sky Blue, Tataouine Red, Twilight Blue",175,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/merino-co-pivot.html,http://outlier.cc/productentries/products/merinocopivot/202-OUTLIER-MerinoCoPivot-RedFront.jpg
New OGs,Pants,Clothes,OG,2014-08-12,"Charcoal, Dark Navy, Desert Tan, Black",240,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/new-og.html,http://outlier.cc/products/newogs/202-OUTLIER-NewOGs-NavyFront.jpg
Runweight Shorts,Shorts,Clothes,Ultralight,2014-07-29,"Deep Navy, Whitetint Gray",175,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/runweight-shorts.html,http://outlier.cc/productentries/products/runshort/200-OUTLIER-RunweightShorts-04.jpg
V-Back Pivot,Shirt,Clothes,Ultralight,2014-07-29,"Deep Navy, Whitetint Gray",188,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/v-back-pivot.html,http://outlier.cc/productentries/products/ultralightventedpivot/203-OUTLIER-VBack-WTOpen.jpg
Ultralight Heavy Shirt,Shirt,Clothes,Ultralight,2014-07-29,"Deep Navy, Whitetint Gray",248,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/ultralight-heavy-shirt.html,http://outlier.cc/productentries/products/ultralightheavyshirt/202-OUTLIER-UltralightHeavyShirt-WTGrayFront.jpg
Suncloth Pivot,Shirt,Clothes,Cotton/Tencel,2014-07-29,White,248,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/suncloth-pivot.html,http://outlier.cc/productentries/products/sunshirt/200-OUTLIER-SunclothPivot-01.jpg
Climbers,Pants,Clothes,OG,2014-07-22,"Desert Tan, Black, Olive Drab, New Slate",198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/the-climbers.html,http://outlier.cc/productentries/products/theclimbers/202o-OUTLIER-TheClimbers-OliveFront.jpg
Cowlhood,Sweater,Clothes,Merino,2014-07-17,"Dark Navy, Orange, Medium Gray",188,FALSE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/cowlhood.html,http://outlier.cc/productentries/products/thecowlhood/201-OUTLIER-Kenny-Navy.jpg
Vented Double Hood,Sweater,Clothes,Merino,2014-07-17,"Dark Navy, Medium Gray",248,FALSE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/vented-double-hood.html,http://outlier.cc/productentries/product/theventeddoublehood/201-OUTLIER-Cartman-NavyFlat.jpg
Crossover Hood,Sweater,Clothes,Merino,2014-07-17,"Dark Navy, Orange, Medium Gray",188,FALSE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/crossover-hood.html,http://outlier.cc/productentries/product/thecrossoverhood/201-OUTLIER-Butters-Gray.jpg
Linenblade Pivot,Shirt,Clothes,Linenblade,2014-07-08,"Blue, Light Blue, Pale Gray",175,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/linenblade-pivot.html,http://outlier.cc/productentries/products/linenblade/201-OUTLIER-LinenBlade-LightBlueFront.jpg
60/30 Chinos,Pants,Clothes,“60/30”,2014-07-03,"Blacktint Green, Tan, Copper",225,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/chino.html,http://outlier.cc/productentries/products/6030chinos/202-OUTLIER-Flat-MidnightGray.jpg
Slim Dungarees (Long),Pants,Clothes,Workcloth,2014-06-18,"Bluetint Gray, Black",198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/slim-dungarees.html,http://outlier.cc/productentries/products/slimdungarees/208-OUTLIER-SlimDungarees-IndigoFront.jpg
Slim Dungarees,Pants,Clothes,Workcloth,2014-06-18,"Bluetint Gray, Black",198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/slim-dungarees.html,http://outlier.cc/productentries/products/slimdungarees/208-OUTLIER-SlimDungarees-IndigoFront.jpg
Grid Linen Towel S,Towel,Accessory,Linen,2014-06-18,"Olive, Orange, White",30,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/grid-linen-towel.html,http://outlier.cc/productentries/products/gridlinentowel/107-OUTLIER-GridLinenTowel-GreenRoll.jpg
Grid Linen Towel M,Towel,Accessory,Linen,2014-06-18,"Olive, Orange, White",40,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/grid-linen-towel.html,http://outlier.cc/productentries/products/gridlinentowel/107-OUTLIER-GridLinenTowel-GreenRoll.jpg
Grid Linen Towel L,Towel,Accessory,Linen,2014-06-18,"Olive, Orange, White",60,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/grid-linen-towel.html,http://outlier.cc/productentries/products/gridlinentowel/107-OUTLIER-GridLinenTowel-GreenRoll.jpg
Grid Linen Towel XL,Towel,Accessory,Linen,2014-06-18,"Olive, Orange, White",90,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/grid-linen-towel.html,http://outlier.cc/productentries/products/gridlinentowel/107-OUTLIER-GridLinenTowel-GreenRoll.jpg
Ladies Slimmer Dungarees,Pants,Clothes,Workcloth,2014-06-18,"Indigo Blue, Black, Zinc",198,TRUE,FALSE,Women,http://shop.outlier.cc/shop/retail/lsd.html,http://outlier.cc/products/ladiesslimmerdungarees/212-OUTLIER-LSDs-GraySwoosh.jpg
Doublebag,Bag,Accessory,Nylon,2014-06-17,"Slate Blue, Gray",48,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/doublebag.html,http://outlier.cc/productentries/products/doublebag/203-OUTLIER-Doublebag-Flat.jpg
60/30 Blazer,Blazer,Clothes,“60/30”,2014-06-17,Midnight Gray,550,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/6030blazer.html,http://outlier.cc/productentries/products/6030blazer/201-OUTLIER-6030Blazer-MidnightGray.jpg
Women’s Free Way Shorts,Shorts,Clothes,OG,2014-06-10,"Black, Orange, New Slate",175,FALSE,FALSE,Women,http://shop.outlier.cc/shop/retail/womens-freeway-shorts.html,http://outlier.cc/productentries/product/womensfreewayshorts/204-OUTLIER-Womens-FreeWayShorts-BlackFront.jpg
Free Way Shorts,Shorts,Clothes,OG,2014-06-10,"Black, Olive Drab, Orange, New Slate",175,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/free-way-shorts.html,http://outlier.cc/productentries/product/freewayshorts/201-OUTLIER-FreeWayShorts-Black.jpg
New Way Shorts,Shorts,Clothes,F. Cloth,2014-06-05,Black,120,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/new-way-shorts.html,http://outlier.cc/productentries/products/newwayshorts/202-OUTLIER-NewWayShorts-OliveOpen.jpg
Blazed Slim Button Down Pivot,Shirt,Clothes,Cotton,2014-06-03,"Pale Blue, White, Bluegray",125,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/blazed-slim-button-down.html,http://outlier.cc/productentries/products/blazedslim/204-OUTLIER-BlazedSlim-BlueGray.jpg
Slim Dungarees (Long),Pants,Clothes,Workcloth,2014-05-24,Bluetint Gray,198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/slim-dungarees.html,http://outlier.cc/productentries/products/slimdungarees/208-OUTLIER-SlimDungarees-IndigoFront.jpg
Ultralight Freeshell,Outerwear,Clothes,Ultralight,2014-05-20,"Whitetint Gray, Deep Navy, New Slate",365,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/ultralight-freeshell.html,http://outlier.cc/productentries/products/ultralightfreeshell/203-OUTLIER-UltralightFreeShell-WhitetintGray.jpg
Slim Dungarees,Pants,Clothes,Workcloth,2014-05-15,Bluetint Gray,198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/slim-dungarees.html,http://outlier.cc/productentries/products/slimdungarees/208-OUTLIER-SlimDungarees-IndigoFront.jpg
Blazed Button Down Pivot,Shirt,Clothes,Cotton,2014-05-15,"Microcheck Blue, Microcheck Dark, Microcheck Light, Microcheck Purp",125,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/blazed-button-down.html,http://outlier.cc/productentries/products/blazedbuttondown/203-OUTLIER-BlazedButtonDown-LandSick.jpg
Ultrafine Merino T-Shirt,T-Shirt,Clothes,Merino,2014-05-14,"Dark Navy, Medium Gray, Orange, Black, Near White",98,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/ultrafine-merino-tee.html,http://outlier.cc/productentries/products/merinot/204-OUTLIER-UltrafineT-jpg
Ultrafine Merino V-Neck,T-Shirt,Clothes,Merino,2014-05-14,"Dark Navy, Near White",98,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/ultrafine-merino-v-neck.html,http://outlier.cc/productentries/products/ultrafinev/201-OUTLIER-UltrafineV-Blue.jpg
Air-Forged Oxford,Shirt,Clothes,Air Forged,2014-05-06,"Blue, Olive, Graystone, Light Gray, Dark Navy",98,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/air-forged-oxford.html,http://outlier.cc/products/airforgedoxford/200-OUTLIER-AirForgedOxford-Gray1.jpg
Runweight Merino T-Shirt,T-Shirt,Clothes,Runweight Merino,2014-05-02,Black,88,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/runweight-merino-tshirt.html,http://outlier.cc/productentries/products/runweightmerinotshirt/202-OUTLIER-RunWeightT-Swoosh.jpg
Womens’ Mojave Pivot Shirt,Shirt,Clothes,Linen/Cotton,2014-04-29,"White, Dark Gray, Olive, Dark Blue",128,FALSE,FALSE,Women,http://shop.outlier.cc/shop/retail/womens-mojave-pivot.html,http://outlier.cc/productentries/products/womensmojave/201-OUTLIER-WomensMojave-Gray.jpg
Merino Racerback Tank,Tank Top,Clothes,Merino,2014-04-29,"Copper, Medium Gray",77,FALSE,FALSE,Women,http://shop.outlier.cc/shop/retail/merino-racerback-tank.html,http://outlier.cc/productentries/products/womenstank/201-OUTLIER-WomensTank-OrangeFrontup.jpg
Women’s Air-Forged Oxford,Shirt,Clothes,Air Forged,2014-04-29,"Light Gray, Olive, Dark Navy",98,TRUE,FALSE,Women,http://shop.outlier.cc/shop/retail/womens-air-forged.html,http://outlier.cc/productentries/products/womensairforgedoxford/201-OUTLIER-WomensAirForged-NavyFront.jpg
60/30 Class Cut Blazer,Blazer,Clothes,“60/30”,2014-04-29,Midnight Gray,450,FALSE,FALSE,Women,http://shop.outlier.cc/shop/retail/60-30-class-cut-blazer.html,http://outlier.cc/productentries/products/6030classcutblazer/202-OUTLIER-Womens6030Blazer-HandsOut.jpg
Futureworks,Pants,Clothes,F. Cloth,2014-04-24,"Dark Navy, Gray, Dust Olive",125,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/futureworks.html,http://outlier.cc/productentries/products/futureworks/201-OUTLIER-Futureworks-Front.jpg
Ultralight Blazer,Blazer,Clothes,Ultralight,2014-04-16,"Navy, New Slate",550,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/blazer.html,http://outlier.cc/productentries/products/ultralightblazer/201-OUTLIER-UltralightBlazer-GrayTurn.jpg
Ultralight Trousers,Pants,Clothes,Ultralight,2014-04-16,"Navy, New Slate",240,TRUE,FALSE,Men,http://shop.outlier.cc/retail/ultralights.html,http://outlier.cc/productentries/products/ultralighttrousers/203-OUTLIER-UltralightTrousers-GrayFront.jpg
Ribbed Merino Tank,Tank Top,Clothes,Merino,2014-04-08,"Deep Blue, Deep Gray, Evergreen",88,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/ribbed-merino-tank.html,http://outlier.cc/productentries/products/ribbedmerinotank/201-OUTLIER-RibbedMerinoTank-Gray.jpg
Mojave Pivot Shirt,Shirt,Clothes,Linen/Cotton,2014-04-08,"Dark Blue, Summer Blue, White, Orange, Olive, Dark Gray",128,TRUE,FALSE,Men,http://shop.outlier.cc/retail/mojave-pivot-shirt.html,http://outlier.cc/productentries/products/mojavepr/201-OUTLIER-MojavePivot-Blue.jpg
